"codprod";"descricao_produto";"unidade";"data_saida";"quantidade";"preco_custo";"preco_vendido";"valor_desconto";"nome_cliente";"cidade_cliente";"bairro_cliente";"vendedor"
"01821";ARGAMASSA VOTOMASSA EXT.ACII 15KG R5M4;UN ;2024-02-01;1.000;11.590;21.990000;0.01;MARIA DOMIGAS DOS SANTOS PEREIRA;TUTOIA;BOM GOSTO;CARLOS
"19909";CAIXA DESCARGA BRANCO 000 C/ENG V2;UN ;2024-02-01;1.000;21.580;39.990000;0.03;MARIA DOMIGAS DOS SANTOS PEREIRA;TUTOIA;BOM GOSTO;CARLOS
"00009";TE SOLD.20MM KRONA;UN ;2024-02-01;1.000;0.424;0.800000;0.00;MARIA DOMIGAS DOS SANTOS PEREIRA;TUTOIA;BOM GOSTO;CARLOS
"18676";CUBA INOX N2 PROF.140 POLIDA - FURO 3.1/2;UN ;2024-01-25;1.000;63.402;155.990000;0.00;ENEAS DA ROCHA;TUTOIA ;COMUM;ENEAS ROCHA
"06179";REJUNTE FLEX VOTOMASSA PRETO 1KG;UN ;2024-01-25;1.000;4.040;7.150000;0.00;ENEAS DA ROCHA;TUTOIA ;COMUM;ENEAS ROCHA
"05214";ADAPTADOR SOLD.CURTO 25X3/4 KRONA;UN ;2024-06-14;1.000;0.404;0.940000;0.00;ENEAS DA ROCHA;TUTOIA ;COMUM;ENEAS ROCHA
"08413";CANO SOLDAVEL 20MM 6M KRONA;UN ;2024-06-14;1.000;8.618;19.990000;0.00;ENEAS DA ROCHA;TUTOIA ;COMUM;ENEAS ROCHA
"01698";CAP SOLD 25MM KRONA;UN ;2024-06-14;1.000;0.530;1.580000;0.00;ENEAS DA ROCHA;TUTOIA ;COMUM;ENEAS ROCHA
"19560";PISO CERAL POLIDO RET 81X81 MIDNIGHT;MT ;2024-01-25;5.380;49.733;114.990000;0.00;ENEAS DA ROCHA;TUTOIA ;COMUM;ENEAS ROCHA
"19831";PANELA DE ARROZ 5 XICARAS BRANCA 220V;UN ;2024-01-08;1.000;114.300;149.990000;0.00;ENEAS DA ROCHA;TUTOIA ;COMUM;ENEAS ROCHA
"06179";REJUNTE FLEX VOTOMASSA PRETO 1KG;UN ;2024-03-04;1.000;4.040;7.150000;0.00;ENEAS DA ROCHA;TUTOIA ;COMUM;LEONARDO
"06786";TRELICA FN8 5.00X3.40X3.40 6M FERRONORTE;UN ;2024-03-04;11.000;18.700;44.990000;0.00;ENEAS DA ROCHA;TUTOIA ;COMUM;LEONARDO
"00048";CIMENTO POTY TODAS AS OBRAS 50KG;PCT;2023-12-14;20.000;32.430;44.990000;0.00;ENEAS DA ROCHA;TUTOIA ;COMUM;ENEAS ROCHA
"02169";SELADOR ACRILICO BC 3.6L HIDRACOR;GL ;2024-06-29;1.000;16.281;30.000000;0.00;ENEAS DA ROCHA;TUTOIA ;COMUM;ENEAS ROCHA
"00048";CIMENTO POTY TODAS AS OBRAS 50KG;PCT;2024-03-04;10.000;33.810;44.990000;0.00;ENEAS DA ROCHA;TUTOIA ;COMUM;LEONARDO
"02948";KIT PINTURA 5PCS 1002 - ATLAS;UN ;2024-06-29;1.000;22.500;42.990000;0.00;ENEAS DA ROCHA;TUTOIA ;COMUM;ENEAS ROCHA
"17634";**ARGAMASSA VOTOMASSA PISO SOBRE PISO INTERNO 20KG;UN ;2024-01-25;3.000;28.730;37.990000;0.00;ENEAS DA ROCHA;TUTOIA ;COMUM;ENEAS ROCHA
"19781";**CANTONEIRA P/TRILHO DE PORTÃO 3/4X1/8  6M;PC ;2024-08-15;1.000;68.760;108.000000;0.00;ANA PATRICIA DA CONCEICAO;TUTOIA;CAJUEIRO;BRENO
"20745";**PORTA 03;UN ;2024-06-04;1.000;42.000;100.000000;0.00;JOSE NILTON SILVA BARROSO;TUTOIA;BARRA;SUEHLLY
"14081";PORTA LISA  2.10X80X30 MOGNO MGM;UN ;2024-06-04;1.000;94.420;99.990000;0.00;JOSE NILTON SILVA BARROSO;TUTOIA;BARRA;SUEHLLY
"15199";TINTA HPISO CINZA ESCURO 15L;UN ;2024-01-06;1.000;128.620;228.990000;8.99;MARIA DE NAZARE DA SILVA;TUTOIA;POVOADO SANTO HILARIO;INGRID
"07475";DUCHA MAN ABS HIG.REG.BR 3651 HERC;UN ;2024-06-03;1.000;30.300;63.990000;0.00;FRANCILENE LOPES DE ARAUJO;TUTOIA;BOM GOSTO;ALEXANDRE
"15719";**PISO QUEBRADO VARIADOS G;UN ;2024-07-03;2.000;8.000;10.500000;0.00;HAMILSON LOPES DA LUZ;TUTOIA;SAO JOSE;ADEMILSON
"15164";BOMBA PERIFERICA CLAW 220V - 0,5HP;UN ;2023-08-08;1.000;117.124;209.990000;0.00;NIVALDO DOS SANTOS JUNIOR;TUTOIA;CENTRO;EMANUELLE
"00256";COLA P/ CANO PVC 17G POLYTUBES;UN ;2023-08-08;1.000;1.131;2.888000;0.00;NIVALDO DOS SANTOS JUNIOR;TUTOIA;CENTRO;EMANUELLE
"01937";ADAPTADOR SOLD.CURTO 32X1 KRONA;UN ;2023-08-08;2.000;0.929;2.604000;0.00;NIVALDO DOS SANTOS JUNIOR;TUTOIA;CENTRO;EMANUELLE
"01709";BUCHA RED.32X25MM CURTA KRONA;UN ;2023-08-08;2.000;0.497;1.502000;0.00;NIVALDO DOS SANTOS JUNIOR;TUTOIA;CENTRO;EMANUELLE
"15639";**TIJOLO 6F;UN ;2024-05-11;2.000;0.060;800.000000;0.00;FRANCISCA MARIA COSTA ESCORCIO;TUTOIA;COMUM;SUEHLLY
"15640";**TIJOLO 8F;MIL;2024-05-11;6.500;540.000;780.000000;0.00;FRANCISCA MARIA COSTA ESCORCIO;TUTOIA;COMUM;SUEHLLY
"15682";**BRITA LATA;UN ;2024-05-11;30.000;4.000;6.600000;0.00;FRANCISCA MARIA COSTA ESCORCIO;TUTOIA;COMUM;SUEHLLY
"15950";**PEDRA CASTELO GROSSA PRETA1 X 0,80;UN ;2024-06-15;4.000;7.000;23.650000;4.60;GUTEMBERG SILVA ARAUJO;TUTOIA;BARRO DURO;SUEHLLY
"00510";VALVULA P/LAVAT.TQ PVC 1 V8;UN ;2023-10-26;1.000;1.481;4.400000;0.13;MIQUEIAS  DE SOUSA MENESES;TUTOIA;PAXICA;YANKC
"00888";LAVAT.COL 47X38.5CM SAV/UP BRANCO CELITE;UN ;2023-10-26;1.000;47.077;125.070000;3.75;MIQUEIAS  DE SOUSA MENESES;TUTOIA;PAXICA;YANKC
"01194";COLUNA LAVAT.AZAL/SAV/UP BRANCO CELITE;UN ;2023-10-26;1.000;30.224;84.150000;2.53;MIQUEIAS  DE SOUSA MENESES;TUTOIA;PAXICA;YANKC
"07913";TORNEIRA PEVILON LAV.GIR.BANC.C64 TURIM;UN ;2023-10-26;1.000;32.578;86.340000;2.59;MIQUEIAS  DE SOUSA MENESES;TUTOIA;PAXICA;YANKC
"00198";COLA P/ CANO PVC 75G  POLYTUBES;UN ;2024-06-03;1.000;3.050;6.250000;0.25;MARIA DO CARMO DE MEDEIRO ROCHA;TUTOIA;PAXICA;EMANUELLE
"19170";**TINTA IPE SUPER PREMIUM AMARELO IPE 3,6LT;UN ;2024-04-13;1.000;28.000;64.310000;0.00;COSME ROCHA;TUTOIA;BARRA;INGRID
"20622";**TINTA IPE SUPER PREMIUM BCO NEVE IPE 3,6LT;UN ;2024-04-13;1.000;29.750;64.310000;0.00;COSME ROCHA;TUTOIA;BARRA;INGRID
"16703";PINCEL ARTISTICO CHATO RETO 815-10 CERDA;UN ;2024-04-13;1.000;1.398;3.810000;0.00;COSME ROCHA;TUTOIA;BARRA;INGRID
"16702";PINCEL ARTISTICO CHATO RETO 815-02 CERDA;UN ;2024-04-13;1.000;0.838;1.940000;0.00;COSME ROCHA;TUTOIA;BARRA;INGRID
"16965";ROLO LA PELE CARNEIRO 1300-090 TIGRE;UN ;2024-04-13;1.000;7.110;17.560000;0.00;COSME ROCHA;TUTOIA;BARRA;INGRID
"00048";CIMENTO POTY TODAS AS OBRAS 50KG;PCT;2024-06-01;4.000;32.080;44.990000;0.00;MARIA ROSINEIDE SOUSA DA SILVA;TUTOIA;PAXICA;SUEHLLY
"15640";**TIJOLO 8F;MIL;2024-05-01;0.100;700.000;799.990000;0.00;DIACERLANIA CARDOSO CALDAS DE ARAUJO;TUTOIA;BARRA;SUEHLLY
"15164";BOMBA PERIFERICA CLAW 220V - 0,5HP;UN ;2023-11-07;1.000;117.124;199.990000;0.00;LUCIANA SOARES DA SILVA;TUTOIA;COMUM;INGRID
"15654";**TABUA DE PINUS 20X3X2.0;UN ;2024-05-25;8.000;11.000;27.500000;0.00;EDVALDO ROCHA DOS SANTOS;TUTOIA;MONTE CASTELO;INGRID
"00009";TE SOLD.20MM KRONA;UN ;2024-08-02;1.000;0.417;0.800000;0.00;LEILA MIRANDA SILVA;TUTOIA ;COMUM;YANKC
"15775";ESPACADOR NIVELADOR 1,5 MM SMART;UN ;2024-08-02;1.000;12.155;28.490000;0.00;LEILA MIRANDA SILVA;TUTOIA ;COMUM;YANKC
"00223";JOELHO ESG.100MM 90G KRONA;UN ;2024-08-02;2.000;3.295;7.250000;0.00;LEILA MIRANDA SILVA;TUTOIA ;COMUM;YANKC
"08235";ADESIVO PVC 75G INCOLOR TIGRE;UN ;2024-08-02;1.000;5.310;8.990000;0.00;LEILA MIRANDA SILVA;TUTOIA ;COMUM;YANKC
"17373";DISCO DE CORTE DIAMANTADO 110 X 20 PORCELANATO BEST QUALITY;UN ;2024-08-02;1.000;24.336;49.990000;0.00;LEILA MIRANDA SILVA;TUTOIA ;COMUM;YANKC
"15775";ESPACADOR NIVELADOR 1,5 MM SMART;UN ;2023-12-04;4.000;10.671;28.490000;0.00;RENILCE DE ALMEIDA SILVA;TUTOIA;PV JARDIM;YANKC
"19203";CUNHA P/NIVELAMENTO ECO;UN ;2023-12-04;1.000;8.320;24.080000;0.00;RENILCE DE ALMEIDA SILVA;TUTOIA;PV JARDIM;YANKC
"19790";ARGAMASSA KOLAMASSA 15 KG TIPO AC-III;UN ;2023-12-04;4.000;14.900;19.990000;0.00;RENILCE DE ALMEIDA SILVA;TUTOIA;PV JARDIM;YANKC
"15164";BOMBA PERIFERICA CLAW 220V - 0,5HP;UN ;2024-01-15;1.000;117.124;209.990000;0.00;CLEMILSON DE LIMA BRANDAO;TUTOIA;MONTE CASTELO;CARLOS
"19481";**TINTA IPEPLUS BRANCO NEVE 18 LITROS;UN ;2024-08-06;1.000;115.000;241.990000;0.00;LUIS SERGIO RAMOS DA SILVA;PAULINO NEVES;PV AGUARRIQINHA;ALANA CRISTINA
"16956";LIXA MASSA TIGRE 120;UN ;2024-08-03;2.000;0.310;0.770000;0.05;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"21324";PORTA PVC SANFONADA 0,60X2,10 NEVE;UN ;2024-08-03;1.000;47.000;108.990000;3.27;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"04051";"CHUVEIRO ""4"" CCV2 CROMADO ASTRA";UN ;2024-08-03;1.000;17.780;35.990000;1.08;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"17231";PISO NARDINI CX2,57M NEVICATO BIANCO EXTRA 44,5X44,5;MT ;2024-08-03;5.140;18.130;38.500000;5.94;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"15784";**FORRA P/PORTA JOGO;UN ;2024-08-03;1.000;65.000;121.000000;3.61;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"14498";ROLO DE PINTURA RENDEPLUS MICROFIBRA 23CM ATLAS;UN ;2024-08-03;1.000;8.530;16.500000;0.50;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"16956";LIXA MASSA TIGRE 120;UN ;2024-08-03;3.000;0.310;0.770000;0.07;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"00048";CIMENTO POTY TODAS AS OBRAS 50KG;PCT;2024-08-03;1.000;34.330;44.990000;1.35;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"04950";GARFO DE PINTURA GAIOLA S/ROSCA ACO23CM;UN ;2024-08-03;1.000;6.248;11.990000;0.36;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"08155";PISO CERBRAS CARIRI PRETO 33X46 2.23MR3M10;MT ;2024-08-03;11.150;18.459;38.760000;12.97;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"05953";VASO SANITARIO CJ C/CAIXA 6L SAV.BRANCO CELITE;UN ;2024-08-03;1.000;248.910;419.990000;12.60;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"01821";ARGAMASSA VOTOMASSA EXT.ACII 15KG R5M4;UN ;2024-08-03;6.000;12.300;21.990000;3.96;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"13106";TINTA RENDMAIS LILAS 15L;UN ;2024-08-03;1.000;70.500;143.900000;4.32;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"00888";LAVAT.COL 47X38.5CM SAV/UP BRANCO CELITE;UN ;2024-08-03;1.000;67.670;115.990000;3.48;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"01194";COLUNA LAVAT.AZAL/SAV/UP BRANCO CELITE;UN ;2024-08-03;1.000;44.280;67.990000;2.04;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"02660";PARAFUSO DE FIX.SOFT B10 CR PEVILON;UN ;2024-08-03;2.000;4.984;8.950000;0.54;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"01958";ENGATE PLAT.1/2 50CM KRONA;UN ;2024-08-03;2.000;3.704;7.040000;0.42;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"20507";ASSENTO FIT ALMOFADADO BRANCO;UN ;2024-08-03;1.000;53.710;99.990000;3.00;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"00203";SIFAO TUBO EXTEN.UNIV.BR;UN ;2024-08-03;1.000;2.920;6.720000;0.20;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"21181";ANEL DE VEDACAO BRASCOLA C/ GUIA 1X12;UN ;2024-08-03;1.000;4.887;9.990000;0.30;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"08410";PORTA STD UV MOGNO LISA BORDA PINT. 80X2.10;UN ;2024-08-03;1.000;78.750;205.700000;6.17;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"21011";FECH RES PLENNUS 36 ESP EXT CI -716E11250CR;UN ;2024-08-03;1.000;29.878;59.990000;1.80;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"00783";DOBRAD.850X3.1/2 ZINCADO;UN ;2024-08-03;1.000;6.490;15.990000;0.48;LUIZIANE SILVA ROCHA;TUTOIA;BARRO DURO;ANDREIA
"02157";PISO CERBRAS NEVE 46X46 11PC CX2.3M R2M11;MT ;2024-03-02;11.500;16.859;34.090000;0.00;RAIMUNDA NONATA DA CONCEICAO SILVA;TUTOIA;PV SERIEMA;GABRIEL
"07438";PISO CERBRAS QUARTZO BC 46X46 2.3M2 R2M10;MT ;2024-03-02;6.900;13.289;36.290000;0.00;RAIMUNDA NONATA DA CONCEICAO SILVA;TUTOIA;PV SERIEMA;GABRIEL
"06182";REJUNTE FLEX VOTOMASSA MARRON 1KG;UN ;2024-03-02;4.000;4.050;7.150000;0.00;RAIMUNDA NONATA DA CONCEICAO SILVA;TUTOIA;PV SERIEMA;GABRIEL
"01821";ARGAMASSA VOTOMASSA EXT.ACII 15KG R5M4;UN ;2024-03-02;9.000;12.350;21.990000;0.00;RAIMUNDA NONATA DA CONCEICAO SILVA;TUTOIA;PV SERIEMA;GABRIEL
"18244";BOTA PRETA ELASTICO 40 COURO BICO PLASTICO PU;UN ;2024-05-20;1.000;45.480;84.150000;0.15;CHARLIANE GOMES DE MELO;TUTOIA;PORTO DE AREIA;ALEXANDRE
"00048";CIMENTO POTY TODAS AS OBRAS 50KG;PCT;2023-11-29;5.000;32.430;41.990000;0.00;EVALDO DE SOUSA OLIVEIRA;TUTOIA;MONTE CASTELO;LEONARDO
"18666";PROLONGADOR 40MM (1/2 C/ADPT 3/4)HERC;UN ;2024-01-11;1.000;2.882;7.690000;0.00;JOSE DE ARIMATEA RODRIGUES OLIVEIRA;TUTOIA;PORTO DE AREIA  CENTRO;ENEAS ROCHA
"18014";FITA ISOLANTE AUTO FUSAO 0,76MM X 19MM X 2M, PRETO;UN ;2024-01-11;1.000;3.167;7.500000;0.00;JOSE DE ARIMATEA RODRIGUES OLIVEIRA;TUTOIA;PORTO DE AREIA  CENTRO;ENEAS ROCHA
"02901";FITA VEDA ROSCA 12MMX10M;UN ;2024-01-11;1.000;0.956;2.750000;0.00;JOSE DE ARIMATEA RODRIGUES OLIVEIRA;TUTOIA;PORTO DE AREIA  CENTRO;ENEAS ROCHA
"18204";DUCHA HIG.RAVENA GAT. METAL DN15/DN2 3001 C31 1/4 SAQUINHO -;UN ;2024-01-11;1.000;62.607;99.990000;0.00;JOSE DE ARIMATEA RODRIGUES OLIVEIRA;TUTOIA;PORTO DE AREIA  CENTRO;ENEAS ROCHA
"04051";"CHUVEIRO ""4"" CCV2 CROMADO ASTRA";UN ;2024-01-11;1.000;16.449;41.790000;0.00;JOSE DE ARIMATEA RODRIGUES OLIVEIRA;TUTOIA;PORTO DE AREIA  CENTRO;ENEAS ROCHA
"10756";PINO 3 SAIDAS TIPO T 2P+T 10A 250V~ BR 12270;UN ;2024-01-11;2.000;3.682;8.990000;0.00;JOSE DE ARIMATEA RODRIGUES OLIVEIRA;TUTOIA;PORTO DE AREIA  CENTRO;ENEAS ROCHA
"05790";CJ TOMADA 2P+T 10A/250V ARIA BC;UN ;2024-01-11;1.000;3.307;8.990000;0.00;JOSE DE ARIMATEA RODRIGUES OLIVEIRA;TUTOIA;PORTO DE AREIA  CENTRO;ENEAS ROCHA
"17844";MOTOR  3,0CV2PMONO127/220ABE.NOVA;UN ;2024-06-28;1.000;687.425;1508.600000;0.00;ANTONIA DIVINA VIANA DA ROCHA;TUTOIA;CETRO;INGRID
"15639";**TIJOLO 6F;UN ;2023-10-23;250.000;0.600;0.800000;0.00;MARLI DINIZ DOS SANTOS;TUTOIA;BOM GOSTO;INGRID
"00048";CIMENTO POTY TODAS AS OBRAS 50KG;PCT;2023-10-23;6.000;31.350;44.990000;0.00;MARLI DINIZ DOS SANTOS;TUTOIA;BOM GOSTO;INGRID
"07558";ARAME GALV BWG 18 1.24MM VONDER;KG ;2023-10-23;1.000;16.765;29.990000;0.00;MARLI DINIZ DOS SANTOS;TUTOIA;BOM GOSTO;INGRID
"00986";TRELICA TG8L 6.3 2/4.2MM 6M GERDAU;UN ;2023-10-23;1.000;19.014;39.990000;0.00;MARLI DINIZ DOS SANTOS;TUTOIA;BOM GOSTO;INGRID
"15683";**BRITA ZERO LATA ;UN ;2023-10-23;10.000;4.000;6.600000;0.00;MARLI DINIZ DOS SANTOS;TUTOIA;BOM GOSTO;INGRID
"09568";BATERIA MOURA 60GD MGE 12002832 MOURA;UN ;2023-11-10;1.000;352.235;666.780000;0.00;JOSE DE RIBAMAR DA SILVA ASSUNCAO;TUTOIA;BOM GOSTO;ALANA CRISTINA
"15484";PORTA CARTA IMPERIAL PRETO/OURO PQ;UN ;2024-03-25;1.000;45.928;81.400000;3.53;LETICIA FELIX ARAUJO;TUTOIA ;BOM GOSTO;INGRID
"14815";ARMAD. DE CHUMBAR ZINC AM METALVI -PAR-;PAR;2024-03-25;2.000;5.471;12.090000;1.05;LETICIA FELIX ARAUJO;TUTOIA ;BOM GOSTO;INGRID
"00048";CIMENTO POTY TODAS AS OBRAS 50KG;PCT;2024-07-15;8.000;37.820;44.990000;0.02;MARCOS VINICIUS CONCEICAO DO NASCIMENTO;TUTOIA;CENTRO;ALANA CRISTINA
"05179";PORTA SANFONADA 0.60X2.10M BC FORTLEV;UN ;2024-02-24;1.000;48.746;137.500000;6.88;FABIANA REIS DO NASCIMENTO;TUTOIA;COMUM;GABRIEL
"02901";FITA VEDA ROSCA 12MMX10M;UN ;2024-05-05;1.000;0.982;2.750000;0.00;JHONY MARQUES;TUTOIA;BARRA;ADEMILSON
"00256";COLA P/ CANO PVC 17G POLYTUBES;UN ;2024-05-05;1.000;1.210;2.750000;0.00;JHONY MARQUES;TUTOIA;BARRA;ADEMILSON
"08198";LAMPADA LED TKL 80 12W 6500K;UN ;2024-05-05;2.000;2.500;5.990000;0.00;JHONY MARQUES;TUTOIA;BARRA;ADEMILSON
"14948";BUCHA RED.ROSC.BC 1X1/2 AMANCO;UN ;2024-05-05;2.000;1.935;5.490000;0.00;JHONY MARQUES;TUTOIA;BARRA;ADEMILSON
"15164";BOMBA PERIFERICA CLAW 220V - 0,5HP;UN ;2024-05-05;1.000;117.124;199.990000;0.00;JHONY MARQUES;TUTOIA;BARRA;ADEMILSON
"03183";PLUG MACHO 2P PRETO/BRANCO EM POTE;UN ;2024-05-05;1.000;1.713;3.250000;0.00;JHONY MARQUES;TUTOIA;BARRA;ADEMILSON
"01707";ADAPTADOR SOLD.CURTO 20X1/2 KRONA;UN ;2024-05-05;2.000;0.380;0.830000;0.00;JHONY MARQUES;TUTOIA;BARRA;ADEMILSON
"00048";CIMENTO POTY TODAS AS OBRAS 50KG;PCT;2024-07-17;1.000;37.820;47.240000;0.00;JAMILSON SOUSA LIMA;TUTOIA;LAGOINHA;INGRID
"15950";**PEDRA CASTELO GROSSA PRETA1 X 0,80;UN ;2024-05-31;55.000;7.000;23.650000;56.32;MARIA ELZA LIMA CALDAS;TUTOIA;BARRA;YANKC
"05212";CURVA SOLD.40MM 90G KRONA;UN ;2024-02-26;1.000;5.661;16.910000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"15640";**TIJOLO 8F;MIL;2024-02-26;0.500;700.000;952.917000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"19913";ARMARIO P/ BANHEIRO TIVOLI CZ;PC ;2024-02-26;1.000;26.433;55.640000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"00116";TE SOLD.25MM KRONA;UN ;2024-02-26;2.000;0.417;0.890000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"05003";BUCHA RED.40X25MM SOLD.LONGA KRONA;UN ;2024-02-26;1.000;1.733;5.200000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"04107";ANEL DE VEDACAO C/GUIA TIGRE;UN ;2024-02-26;1.000;5.260;10.490000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"01908";ADAPTADOR P/CX DAGUA 40X1.1/4 KRONA;UN ;2024-02-26;1.000;11.334;30.980000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"01915";ADAPTADOR P/CX DAGUA 25X3/4 KRONA;UN ;2024-02-26;1.000;5.795;15.550000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"00056";DUREPOXI 50G;UN ;2024-02-26;1.000;3.024;8.670000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"00242";BUCHA PLASTICA C/ANEL 7MM;UN ;2024-02-26;4.000;0.019;0.060000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"07233";PARAFUSO SEXT.ROSCA SOB.3/16X45 VONDER;UN ;2024-02-26;4.000;0.184;0.640000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"20257";PARAFUSO ACO BACIA B8 JOMARCA;UN ;2024-02-26;2.000;0.985;1.970000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"00048";CIMENTO POTY TODAS AS OBRAS 50KG;PCT;2024-02-26;4.000;33.810;47.240000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"00048";CIMENTO POTY TODAS AS OBRAS 50KG;PCT;2024-02-26;1.000;33.810;47.240000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"08414";CANO SOLDAVEL 40MM KRONA 6M;UN ;2024-02-26;0.500;34.910;71.390000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"03629";MANGOTE TIGRE 40CM DN15 1/2;UN ;2024-02-26;2.000;3.423;9.530000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"00131";TE SOLD.40MM 90G KRONA;UN ;2024-02-26;1.000;4.119;12.590000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"02129";BUCHA RED.50X40MM SOLD CT KRONA;UN ;2024-02-26;1.000;1.581;3.740000;0.00;MARIA ANTONIA LEAL;TUTOIA;BARRO DURO;DAIANE
"07880";TUBO ESG.BRANCO 100MM 6M KRONA;UN ;2024-02-02;1.000;41.680;74.990000;0.00;JAILANE DE JESUS DO NASCIMENTO SILVA;TUTOIA;LAGOA GRANDRE;INGRID
"10713";PISO POINTER DIAMANTE PURO BR 30X60 CX2,372 13PC;MT ;2023-08-09;14.220;15.805;41.790000;0.00;PAULA MARIA DE ARAUJO SILVA;TUTOIA;BARRO DURO;YANKC
"00216";CAIXA DAGUA 1000 LT POLIET.FORTLEVE;CX ;2023-10-31;1.000;215.894;472.400000;0.00;CLEMILDA MENDES DUTRA;TUTOIA;BAIRRO SAO JOSE;LEONARDO
"15164";BOMBA PERIFERICA CLAW 220V - 0,5HP;UN ;2023-10-31;1.000;117.124;209.990000;0.00;CLEMILDA MENDES DUTRA;TUTOIA;BAIRRO SAO JOSE;LEONARDO
"15655";**TABUA DE PINUS 30X3X2.0;UN ;2024-05-22;3.000;33.000;47.300000;0.90;EUDIANE SILVA DE LIMA;TUTOIA;BARRA;ADEMILSON
"02702";ROLO ANTIRRESPINGO 23CM TIGRE;UN ;2024-05-16;1.000;5.910;13.190000;0.00;ESMERALDA FELIX SILVA;TUTOIA;BOM GOSTO;INGRID
"00857";SUPORTE P/ROLO 23CM AZ TIGRE 1301;UN ;2024-05-16;1.000;3.355;8.990000;0.00;ESMERALDA FELIX SILVA;TUTOIA;BOM GOSTO;INGRID
"00112";SUPERCAL HIDRACOR 5KG;UN ;2024-05-16;1.000;5.555;10.750000;0.00;ESMERALDA FELIX SILVA;TUTOIA;BOM GOSTO;INGRID
"02171";TINTA RENDMAIS VERDE LIMAO 3.6L;GL ;2024-05-16;1.000;20.516;41.990000;0.00;ESMERALDA FELIX SILVA;TUTOIA;BOM GOSTO;INGRID
"06549";PLAFON TASCHIBRA E-27 EM PORCELANA PT;PC ;2024-05-16;1.000;2.799;5.500000;0.00;ESMERALDA FELIX SILVA;TUTOIA;BOM GOSTO;INGRID
"00859";INTER.+ TOMADA LUX2 2P+T 10A;UN ;2024-05-16;1.000;6.251;14.740000;0.00;ESMERALDA FELIX SILVA;TUTOIA;BOM GOSTO;INGRID
"01241";CAIXA DE LUZ 4X2 AMARELO;UN ;2024-05-16;2.000;0.690;1.760000;0.00;ESMERALDA FELIX SILVA;TUTOIA;BOM GOSTO;INGRID
"00048";CIMENTO POTY TODAS AS OBRAS 50KG;PCT;2024-06-24;4.000;37.450;41.990000;0.00;CLEMILSON ALMEIDA SILVA;TUTOIA;BOM GOSTO;ALANA CRISTINA
